review,rating,date,bank,source,sentiment_label,sentiment_score
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,google_play,Neutral,0.0
very good for this app,5,2025-05-31,Dashen,google_play,Positive,0.4927
top,5,2025-05-31,Dashen,google_play,Positive,0.2023
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,google_play,Positive,0.2382
Wow,5,2025-05-30,Dashen,google_play,Positive,0.5859
wow to it saff and this app,5,2025-05-30,Dashen,google_play,Positive,0.5859
it too slow,3,2025-05-29,Dashen,google_play,Neutral,0.0
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,google_play,Neutral,0.0
👍👍👍,5,2025-05-28,Dashen,google_play,Neutral,0.0
nice application,5,2025-05-27,Dashen,google_play,Positive,0.4215
useless app ever loading take long,1,2025-05-27,Dashen,google_play,Negative,-0.4215
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,google_play,Positive,0.979
very useful App,1,2025-05-26,Dashen,google_play,Positive,0.4927
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,google_play,Negative,-0.6842
Wawww,5,2025-05-24,Dashen,google_play,Neutral,0.0
very Nice,5,2025-05-23,Dashen,google_play,Positive,0.4754
its best,5,2025-05-23,Dashen,google_play,Positive,0.6369
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,google_play,Negative,-0.3412
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,google_play,Positive,0.9817
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,google_play,Positive,0.631
The best app ever in finance sector,5,2025-05-18,Dashen,google_play,Positive,0.6369
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,google_play,Positive,0.5554
dashen bank or dashen super app?,1,2025-05-17,Dashen,google_play,Positive,0.5994
wowwwe app,5,2025-05-17,Dashen,google_play,Neutral,0.0
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,google_play,Neutral,-0.0258
always lagging,1,2025-05-16,Dashen,google_play,Negative,-0.2732
Amazing Application...,5,2025-05-16,Dashen,google_play,Positive,0.5859
Fantastic,5,2025-05-16,Dashen,google_play,Positive,0.5574
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,google_play,Neutral,-0.0321
its my choice,5,2025-05-15,Dashen,google_play,Neutral,0.0
wow apo,5,2025-05-15,Dashen,google_play,Positive,0.5859
awesome app keep going,5,2025-05-14,Dashen,google_play,Positive,0.6249
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,google_play,Positive,0.25
Game changer,5,2025-05-13,Dashen,google_play,Neutral,0.0
Totally amazing,5,2025-05-13,Dashen,google_play,Positive,0.624
super 😎,5,2025-05-13,Dashen,google_play,Positive,0.7845
what a helpful app!!!!,5,2025-05-13,Dashen,google_play,Positive,0.6083
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,google_play,Positive,0.8176
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,google_play,Neutral,0.0
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,google_play,Positive,0.9623
its the best ever,5,2025-05-09,Dashen,google_play,Positive,0.6369
excellent game changer App,5,2025-05-08,Dashen,google_play,Positive,0.5719
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,google_play,Positive,0.8151
it seems me logging out within minutes,1,2025-05-03,Dashen,google_play,Neutral,0.0
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,google_play,Neutral,0.0258
yes i want dashen super open,5,2025-05-02,Dashen,google_play,Positive,0.7845
faster than this version,5,2025-05-01,Dashen,google_play,Neutral,0.0
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,google_play,Positive,0.6369
bad.,1,2025-04-30,Dashen,google_play,Negative,-0.5423
dashen super app is secure band very easy,5,2025-04-29,Dashen,google_play,Positive,0.8588
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,google_play,Positive,0.7225
best app I have ever seen,5,2025-04-29,Dashen,google_play,Positive,0.6369
best of best,5,2025-04-29,Dashen,google_play,Positive,0.8555
waw,5,2025-04-28,Dashen,google_play,Neutral,0.0
best app,5,2025-04-28,Dashen,google_play,Positive,0.6369
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,google_play,Neutral,0.0
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,google_play,Positive,0.7156
wow appl,5,2025-04-28,Dashen,google_play,Positive,0.5859
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,google_play,Positive,0.0772
very nice,5,2025-04-26,Dashen,google_play,Positive,0.4754
great,4,2025-04-26,Dashen,google_play,Positive,0.6249
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,google_play,Positive,0.5994
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,google_play,Positive,0.34
Very easy and Fast.,5,2025-04-24,Dashen,google_play,Positive,0.4927
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,google_play,Neutral,0.0
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,google_play,Negative,-0.7156
execellent,5,2025-04-24,Dashen,google_play,Neutral,0.0
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,google_play,Positive,0.923
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,google_play,Neutral,0.0
it is incredible product.,5,2025-04-23,Dashen,google_play,Neutral,0.0
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,google_play,Positive,0.8461
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,google_play,Positive,0.658
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,google_play,Positive,0.7717
It is the best application!!!,5,2025-04-22,Dashen,google_play,Positive,0.7249
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,google_play,Neutral,0.0
its features are so dynamic,5,2025-04-22,Dashen,google_play,Positive,0.5214
fast &Friendly user Application.,5,2025-04-22,Dashen,google_play,Positive,0.4939
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,google_play,Positive,0.4939
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,google_play,Positive,0.9042
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,google_play,Positive,0.7906
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,google_play,Positive,0.6249
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,google_play,Positive,0.9153
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,google_play,Positive,0.3544
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,google_play,Positive,0.4404
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,google_play,Positive,0.7269
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,google_play,Neutral,0.0
Convenient!,5,2025-04-22,Dashen,google_play,Neutral,0.0
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,google_play,Positive,0.5859
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,google_play,Positive,0.5707
the best Supper App ever,5,2025-04-22,Dashen,google_play,Positive,0.6369
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,google_play,Positive,0.6369
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,google_play,Positive,0.9042
Dashen bank is my number one choice,5,2025-04-22,Dashen,google_play,Positive,0.0772
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,google_play,Positive,0.8225
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,google_play,Positive,0.8516
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,google_play,Positive,0.9076
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,google_play,Positive,0.7269
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,google_play,Positive,0.7639
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,google_play,Positive,0.875
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,google_play,Positive,0.9758
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,google_play,Positive,0.7964
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,google_play,Positive,0.7257
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,google_play,Positive,0.7639
Very convenient,5,2025-04-21,Dashen,google_play,Neutral,0.0
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,google_play,Positive,0.6369
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,google_play,Positive,0.8346
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,google_play,Positive,0.6892
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,google_play,Positive,0.8669
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,google_play,Positive,0.7934
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,google_play,Positive,0.8111
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,google_play,Positive,0.6696
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,google_play,Positive,0.5994
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,google_play,Positive,0.5994
thanks again,5,2025-04-21,Dashen,google_play,Positive,0.4404
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,google_play,Positive,0.7783
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,google_play,Positive,0.8271
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,google_play,Positive,0.941
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,google_play,Positive,0.8039
what an App,5,2025-04-21,Dashen,google_play,Neutral,0.0
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,google_play,Positive,0.807
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,google_play,Positive,0.9099
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,google_play,Positive,0.765
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,google_play,Positive,0.945
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,google_play,Positive,0.7089
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,google_play,Positive,0.9412
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,google_play,Positive,0.7892
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,google_play,Neutral,0.0
Better and inclusive app!,5,2025-04-21,Dashen,google_play,Positive,0.4926
Amazing Application,5,2025-04-21,Dashen,google_play,Positive,0.5859
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,google_play,Positive,0.25
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,google_play,Positive,0.9081
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,google_play,Positive,0.6486
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,google_play,Positive,0.7717
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen,google_play,Positive,0.5859
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen,google_play,Positive,0.9682
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen,google_play,Positive,0.6239
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen,google_play,Positive,0.8221
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen,google_play,Positive,0.765
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen,google_play,Positive,0.8553
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,google_play,Neutral,0.0
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,google_play,Positive,0.8718
